Rank,Similarity Score,Peterson URL Video 1,Wolfe URL Video 2
143,0.8916375836307229,https://www.youtube.com/watch?v=mJI0hVV-5Vs,https://www.youtube.com/watch?v=14UeTjQOx50
144,0.8915511504739835,https://www.youtube.com/watch?v=ux6TVYqdN-E,https://www.youtube.com/watch?v=jnU15SkboCA
145,0.8915214790212284,https://www.youtube.com/watch?v=7XtEZvLo-Sc,https://www.youtube.com/watch?v=3LXkRwfXIYA
146,0.8915093170247871,https://www.youtube.com/watch?v=sJVtAIIHxu0,https://www.youtube.com/watch?v=COg6Qzt1new
147,0.8912414376701254,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=3TnQSVytQ8A
148,0.8907908420278121,https://www.youtube.com/watch?v=rlGqUfIgJfc,https://www.youtube.com/watch?v=IIgJWYMX6LE
149,0.8907301228185005,https://www.youtube.com/watch?v=F7T5cg1a77A,https://www.youtube.com/watch?v=5UwvH2b1j2E
150,0.8906449450853717,https://www.youtube.com/watch?v=Us979jCjHu8,https://www.youtube.com/watch?v=14UeTjQOx50
151,0.8906306154976922,https://www.youtube.com/watch?v=RcmWssTLFv0,https://www.youtube.com/watch?v=3TnQSVytQ8A
152,0.8905705816824101,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=5UwvH2b1j2E
153,0.8904082832375271,https://www.youtube.com/watch?v=Nb5cBkbQpGY,https://www.youtube.com/watch?v=x4cEMnDoBAA
154,0.8902659388565851,https://www.youtube.com/watch?v=RcmWssTLFv0,https://www.youtube.com/watch?v=14UeTjQOx50
155,0.8902638672174075,https://www.youtube.com/watch?v=rlGqUfIgJfc,https://www.youtube.com/watch?v=3TnQSVytQ8A
156,0.8902500848531768,https://www.youtube.com/watch?v=bjnvtRgpg6g,https://www.youtube.com/watch?v=KUqGpkR21aM
157,0.8900589571255891,https://www.youtube.com/watch?v=RcmWssTLFv0,https://www.youtube.com/watch?v=IIgJWYMX6LE
158,0.8899669915768894,https://www.youtube.com/watch?v=mJI0hVV-5Vs,https://www.youtube.com/watch?v=l6zkg3Ihg0g
159,0.8899466507985148,https://www.youtube.com/watch?v=ZHmklvx9oJ4,https://www.youtube.com/watch?v=g7h0jNsXlBE
160,0.8897728323853978,https://www.youtube.com/watch?v=Nb5cBkbQpGY,https://www.youtube.com/watch?v=R6_jm8BOrjw
161,0.889719778137395,https://www.youtube.com/watch?v=RcmWssTLFv0,https://www.youtube.com/watch?v=l6zkg3Ihg0g
162,0.8897127511870695,https://www.youtube.com/watch?v=mJI0hVV-5Vs,https://www.youtube.com/watch?v=0zijwkFuwbo
163,0.8896518472981003,https://www.youtube.com/watch?v=7XtEZvLo-Sc,https://www.youtube.com/watch?v=l6zkg3Ihg0g
164,0.8896433939578163,https://www.youtube.com/watch?v=RudKmwzDpNY,https://www.youtube.com/watch?v=R6_jm8BOrjw
165,0.8896387001383186,https://www.youtube.com/watch?v=F7T5cg1a77A,https://www.youtube.com/watch?v=yESTOkh6nQE
166,0.8895203457437295,https://www.youtube.com/watch?v=RcmWssTLFv0,https://www.youtube.com/watch?v=KUqGpkR21aM
167,0.8894015201042464,https://www.youtube.com/watch?v=cFS6fPLQ024,https://www.youtube.com/watch?v=3TnQSVytQ8A
168,0.8893673795933048,https://www.youtube.com/watch?v=134BCxbMUlU,https://www.youtube.com/watch?v=l6zkg3Ihg0g
169,0.8892921180996067,https://www.youtube.com/watch?v=DjYqkPrCvXQ,https://www.youtube.com/watch?v=IIgJWYMX6LE
170,0.8892223130719136,https://www.youtube.com/watch?v=mJI0hVV-5Vs,https://www.youtube.com/watch?v=IIgJWYMX6LE
171,0.8890805630324434,https://www.youtube.com/watch?v=DjYqkPrCvXQ,https://www.youtube.com/watch?v=l6zkg3Ihg0g
172,0.8889417334157599,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=3LXkRwfXIYA
173,0.8889339551391685,https://www.youtube.com/watch?v=ux6TVYqdN-E,https://www.youtube.com/watch?v=-gFz4HL_uhA
174,0.8887715474502983,https://www.youtube.com/watch?v=cFS6fPLQ024,https://www.youtube.com/watch?v=jQdf2XgbLZo
175,0.8884450811681921,https://www.youtube.com/watch?v=RcmWssTLFv0,https://www.youtube.com/watch?v=-gFz4HL_uhA
176,0.8884111560146227,https://www.youtube.com/watch?v=Nb5cBkbQpGY,https://www.youtube.com/watch?v=LzGIpm5UFCg
177,0.8883051534553329,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=x4cEMnDoBAA
178,0.8882886404640258,https://www.youtube.com/watch?v=DjYqkPrCvXQ,https://www.youtube.com/watch?v=KUqGpkR21aM
179,0.8881447855074691,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=jnU15SkboCA
180,0.8881395245612473,https://www.youtube.com/watch?v=Nb5cBkbQpGY,https://www.youtube.com/watch?v=YOcLv_Ta7G0
181,0.8880112209489981,https://www.youtube.com/watch?v=G7U9el_yVhI,https://www.youtube.com/watch?v=LIRI_8hjgm8
182,0.8878906592809357,https://www.youtube.com/watch?v=Gacjj2aCo7Q,https://www.youtube.com/watch?v=COg6Qzt1new
183,0.8878155323904836,https://www.youtube.com/watch?v=F7T5cg1a77A,https://www.youtube.com/watch?v=l6zkg3Ihg0g
184,0.8877554415504567,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=oM5OgMz4g_M
185,0.8877417690372821,https://www.youtube.com/watch?v=134BCxbMUlU,https://www.youtube.com/watch?v=3TnQSVytQ8A
186,0.8876425868661083,https://www.youtube.com/watch?v=ZHmklvx9oJ4,https://www.youtube.com/watch?v=YOcLv_Ta7G0
187,0.8875437296690644,https://www.youtube.com/watch?v=bjnvtRgpg6g,https://www.youtube.com/watch?v=3TnQSVytQ8A
188,0.8874990306063606,https://www.youtube.com/watch?v=bjnvtRgpg6g,https://www.youtube.com/watch?v=l6zkg3Ihg0g
189,0.8874365627835012,https://www.youtube.com/watch?v=F7T5cg1a77A,https://www.youtube.com/watch?v=3LXkRwfXIYA
190,0.8874153846995076,https://www.youtube.com/watch?v=sJVtAIIHxu0,https://www.youtube.com/watch?v=-gFz4HL_uhA
191,0.8874044998057548,https://www.youtube.com/watch?v=cFS6fPLQ024,https://www.youtube.com/watch?v=COg6Qzt1new
192,0.8874027641966032,https://www.youtube.com/watch?v=w1scgquS2mo,https://www.youtube.com/watch?v=LIRI_8hjgm8
193,0.8873209484732429,https://www.youtube.com/watch?v=RcmWssTLFv0,https://www.youtube.com/watch?v=COg6Qzt1new
194,0.887304592332431,https://www.youtube.com/watch?v=134BCxbMUlU,https://www.youtube.com/watch?v=KUqGpkR21aM
195,0.8872835953653526,https://www.youtube.com/watch?v=RudKmwzDpNY,https://www.youtube.com/watch?v=oM5OgMz4g_M
196,0.887092468831704,https://www.youtube.com/watch?v=Us979jCjHu8,https://www.youtube.com/watch?v=KUqGpkR21aM
197,0.8870855410395004,https://www.youtube.com/watch?v=bV16NEWld8Q,https://www.youtube.com/watch?v=LIRI_8hjgm8
198,0.8865522187365603,https://www.youtube.com/watch?v=RudKmwzDpNY,https://www.youtube.com/watch?v=YKajORo4Gk4
