Rank,Similarity Score,Peterson URL Video 1,Wolfe URL Video 2
546,0.8558638628775799,https://www.youtube.com/watch?v=bV16NEWld8Q,https://www.youtube.com/watch?v=YOcLv_Ta7G0
556,0.8547185738715843,https://www.youtube.com/watch?v=I8Xc2_FtpHI,https://www.youtube.com/watch?v=YOcLv_Ta7G0
562,0.8538340135411341,https://www.youtube.com/watch?v=DjYqkPrCvXQ,https://www.youtube.com/watch?v=YOcLv_Ta7G0
589,0.8505831343108943,https://www.youtube.com/watch?v=aI-pET9YD6A,https://www.youtube.com/watch?v=YOcLv_Ta7G0
594,0.8503814077522028,https://www.youtube.com/watch?v=DmpUQEDRIKA,https://www.youtube.com/watch?v=YOcLv_Ta7G0
595,0.8502325582923247,https://www.youtube.com/watch?v=rlGqUfIgJfc,https://www.youtube.com/watch?v=YOcLv_Ta7G0
607,0.8491242025988464,https://www.youtube.com/watch?v=G7U9el_yVhI,https://www.youtube.com/watch?v=YOcLv_Ta7G0
614,0.8486427105375673,https://www.youtube.com/watch?v=w1scgquS2mo,https://www.youtube.com/watch?v=YOcLv_Ta7G0
661,0.8398768008382397,https://www.youtube.com/watch?v=6Rd10PQVsGs,https://www.youtube.com/watch?v=YOcLv_Ta7G0
670,0.8375670237281477,https://www.youtube.com/watch?v=5Q_GIHDpuZw,https://www.youtube.com/watch?v=YOcLv_Ta7G0
677,0.8358318045072723,https://www.youtube.com/watch?v=rnw4SXX7cGY,https://www.youtube.com/watch?v=YOcLv_Ta7G0
681,0.8339499246726368,https://www.youtube.com/watch?v=EN2lyN7rM4E,https://www.youtube.com/watch?v=YOcLv_Ta7G0
690,0.8311032492767175,https://www.youtube.com/watch?v=nsZ8XqHPjI4,https://www.youtube.com/watch?v=YOcLv_Ta7G0
705,0.824131887270459,https://www.youtube.com/watch?v=rM8JsibkrI8,https://www.youtube.com/watch?v=YOcLv_Ta7G0
724,0.809342318382856,https://www.youtube.com/watch?v=VJVMtUb-LEY,https://www.youtube.com/watch?v=YOcLv_Ta7G0
159,0.8899466507985148,https://www.youtube.com/watch?v=ZHmklvx9oJ4,https://www.youtube.com/watch?v=g7h0jNsXlBE
238,0.8826291067598547,https://www.youtube.com/watch?v=RudKmwzDpNY,https://www.youtube.com/watch?v=g7h0jNsXlBE
294,0.8778856640181699,https://www.youtube.com/watch?v=6V1eMvGGcXQ,https://www.youtube.com/watch?v=g7h0jNsXlBE
296,0.8777665077158636,https://www.youtube.com/watch?v=Nb5cBkbQpGY,https://www.youtube.com/watch?v=g7h0jNsXlBE
345,0.8725147847848381,https://www.youtube.com/watch?v=T4fjSrVCDvA,https://www.youtube.com/watch?v=g7h0jNsXlBE
357,0.8714388120555228,https://www.youtube.com/watch?v=bjnvtRgpg6g,https://www.youtube.com/watch?v=g7h0jNsXlBE
367,0.8705190457670716,https://www.youtube.com/watch?v=7XtEZvLo-Sc,https://www.youtube.com/watch?v=g7h0jNsXlBE
380,0.8696940316663908,https://www.youtube.com/watch?v=ux6TVYqdN-E,https://www.youtube.com/watch?v=g7h0jNsXlBE
401,0.8677435734302118,https://www.youtube.com/watch?v=F7T5cg1a77A,https://www.youtube.com/watch?v=g7h0jNsXlBE
431,0.8655314812718804,https://www.youtube.com/watch?v=cFS6fPLQ024,https://www.youtube.com/watch?v=g7h0jNsXlBE
